Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.18273,0.31491002,0.57881004,-0.45111665,0.13878,-0.61948764,-0.023426672,0.5374033,0.039993342,-0.34952998,-0.59475,0.8265357,0.11526666,-0.14953333,0.73185664,0.34321332,-0.21515667,-0.69998,0.6078233,-0.79273003,0.52567667,0.123163335,0.5127508,0.91297,0.8179,-1.606,-0.5357866,-0.41586998,0.95735335,-1.0789666,2.2351334,0.78018,-0.83320665,-0.026693335,-0.50515,-0.18440168,0.59127,-1.0207334,0.007999997,-0.12645666,0.6964,0.191119,0.26376256,0.15111001,0.49307337,0.35997665,0.11313666,0.025229668,0.23868601,0.7284233
0,0.0973437,0.11606585,-0.12949854,-0.18365297,0.4447376,0.039917454,-0.33443034,0.123569235,-0.113373995,0.22685745,0.050129313,0.2524226,-0.17341177,-0.31250694,0.4826231,0.17276117,0.33541563,-0.00789861,-0.05736616,-0.44003934,0.118278995,0.1644486,-0.03431546,-0.05547595,0.115304306,-1.5016406,-0.18051267,-0.07897961,0.4104466,-0.41202217,2.9074025,0.28927922,-0.37859935,-0.31062764,-0.08379915,0.0600903,0.10081831,0.21787363,0.16208693,-0.29554152,-0.029297927,0.0039578495,0.02342185,0.22123568,-0.09996615,-0.09727853,-0.2990324,-0.08819279,0.067070015,0.08212851
0,0.3490844,0.10074513,-0.04567206,-0.08255516,0.36128154,0.1975616,-0.2889361,-0.19252494,-0.09467895,0.06319011,0.02716988,0.12655292,-0.33638307,-0.13493371,0.30708945,0.22441469,0.116393834,-0.14952774,-0.09842605,-0.31039807,0.0057844697,0.16724826,0.2161175,0.024885654,0.08953678,-1.5483332,-0.3169158,0.005731827,0.20483598,-0.16866168,3.046399,0.092231825,-0.3013367,-0.49341333,0.005759305,-0.07413094,0.009485337,0.10076367,-0.14628896,-0.10554532,-0.048310634,0.079737216,0.052697375,0.19315706,0.031383947,0.035903357,-0.19900781,0.12731706,0.035282854,-0.024386028
0,0.1470185,0.124287985,-0.3270286,-0.114523694,0.3305644,0.0502041,-0.517314,0.23710771,-0.21283682,-0.1638975,-0.14954,0.008893997,-0.37968102,0.058159698,0.64969707,0.0404311,-0.289009,-0.26129898,-0.30521888,-0.4268872,0.31134874,0.30889398,0.276556,-0.12605545,0.008844981,-1.8093561,-0.07284759,0.3714624,-0.005599004,-0.32998562,3.08608,0.036937993,-0.47038895,-0.27164,-0.07878931,-0.0675776,0.28490907,0.117107,0.1221361,-0.17119351,-0.052134205,0.15687136,-0.20890109,0.23804481,-0.1859059,0.0233333,-0.1404473,0.14288,-0.0893121,-0.2557891
0,0.30844808,0.14791662,0.06556608,-0.11679495,0.34922552,0.003177895,-0.41964644,-0.121481135,-0.07138765,-0.1986582,-0.005361161,0.21033837,-0.16700186,0.17633973,0.22378203,0.07052654,0.041627843,-0.06876285,-0.14971493,-0.43874466,-0.0055139083,0.1617532,0.326616,0.055203054,0.11357003,-1.2190925,-0.4390377,0.03797876,0.19649787,-0.35705093,2.85861,0.25409308,-0.34191114,-0.3507623,-0.09773608,0.037444822,0.13572769,-0.07640898,-0.17640571,-0.280266,0.009651502,-0.17073257,0.10696352,0.08862705,0.03654358,0.09405478,-0.12731333,0.13429539,-0.05146979,0.07961235
0,0.16850065,0.070179954,0.09828249,0.0211806,0.30435324,0.07751679,-0.40749577,-0.0101564685,-0.13294049,-0.1446551,-0.005054343,0.09815185,-0.39526117,-0.09474593,0.5026874,0.11945061,0.053229894,-0.12183196,-0.330737,-0.3786359,-0.011835254,0.053604644,0.25054982,0.03548365,0.14939946,-1.598053,-0.41429627,0.05598093,0.19511762,-0.29752803,3.1390538,0.06790169,-0.3066125,-0.23805921,-0.022410419,0.046136573,0.16262518,0.10541642,-0.058624323,-0.3580646,0.07939644,0.016173346,0.007260114,0.13018486,-0.13646246,0.06051813,-0.1345835,0.07885392,0.061630532,-0.13682893
0,-1.0055406,0.39309415,-0.74910635,-0.40231,-0.05578782,0.16377333,0.32966998,-0.09335467,0.5962916,0.66411835,0.45284835,0.433715,0.41766334,-0.097661674,-0.0075683296,-0.15001167,0.5395565,0.55243665,-0.26887667,0.3427883,0.899535,0.40295663,0.13928846,-0.33264,0.48614383,-0.68350506,-0.6931715,-0.29830334,-1.6407067,-0.7820316,0.55015,0.60156935,0.003159985,-0.17124665,-0.37848434,-0.18046899,0.5704233,-0.24628936,-0.071688496,-0.4806702,0.11842,-0.17014001,-0.6335688,-0.24539165,-0.9228466,-0.2611913,-0.04748851,0.6579083,-0.26522416,-0.27624497
0,0.21270205,-0.027714523,0.07019425,-0.3044424,0.44329473,0.18160917,-0.22868322,-0.151946,-0.26715428,-0.0753873,-0.057667267,-0.04444639,-0.25940824,-0.05193926,0.30514053,0.4623175,0.5099579,-0.14589782,-0.01815001,-0.08098394,-0.09807454,0.040205427,0.08314909,0.07179083,0.14725287,-1.7075213,-0.3946303,0.037516188,0.4234241,-0.31487292,3.030259,0.052259296,-0.49699992,-0.4092674,-0.24083078,-0.11864588,0.18904203,0.034700748,-0.19596191,-0.018503916,-0.14909811,-0.06426327,0.16176276,0.21138583,-0.10428109,0.14435157,-0.36988246,0.26622468,-0.10036873,0.06893014
0,0.22142698,0.25371477,0.14611402,-0.14407471,0.33419213,-0.028410027,-0.33417955,-0.20669018,-0.053873084,-0.04934472,-0.05183451,0.3937178,-0.1480206,-0.0243817,0.5420002,0.31343386,-0.047674168,-0.1660132,0.18862662,-0.4953562,0.02895241,0.045633927,0.3028371,0.24369285,0.33593768,-1.4815811,-0.44744533,0.020992646,0.25168657,-0.3927289,3.0350976,0.09843667,-0.48143107,-0.35251904,-0.10019286,-0.06642202,0.22194463,-0.03965278,-0.029659472,-0.29331833,0.19016683,-0.020185776,0.027859049,0.24295323,-0.052642234,0.14339341,0.043137982,0.19772373,0.0860975,0.22593056
0,0.25724092,0.05057232,0.17025973,-0.020432988,0.28083465,0.072029576,-0.3688429,-0.13031214,-0.16413948,-0.17789209,0.024160486,0.0065333354,-0.22898893,-0.017781442,0.5646874,0.20746173,-0.2046224,-0.21493235,-0.1799175,-0.26396167,0.061489288,-0.032862615,0.36134264,0.160053,-0.05034248,-1.322652,-0.27901873,0.0602417,0.11422878,-0.31098437,3.1183462,-0.07439631,-0.2341961,-0.4705609,-0.03739681,0.08912472,0.38886,0.03570352,-0.032138675,-0.26989105,0.04467718,-0.08589276,0.08293112,0.29349235,-0.31637502,0.18355082,-0.13413568,-0.002676649,0.011724707,-0.13510017
